"restaurant","cuisine_type","WeekendOrWeekday","order_id","cost","rating","prep_time","delivery_time"
"Shake Shack","American","Weekend",1347,19.4,5,33,27
"Shake Shack","American","Weekend",1348,22.26,4,32,17
"Shake Shack","American","Weekend",1349,21.83,NA,28,23
"Shake Shack","American","Weekend",1350,11.64,NA,23,29
"Shake Shack","American","Weekend",1351,15.57,NA,35,18
"Shake Shack","American","Weekend",1352,16.98,NA,22,21
"Shake Shack","American","Weekend",1353,5.72,NA,24,19
"Shake Shack","American","Weekend",1354,12.18,NA,26,25
"Shake Shack","American","Weekend",1355,14.07,5,34,17
"Shake Shack","American","Weekend",1356,24.3,4,25,15
"Shake Shack","American","Weekend",1357,16.06,5,30,17
"Shake Shack","American","Weekend",1358,12.66,5,25,15
"Shake Shack","American","Weekend",1359,12.27,5,24,28
"Shake Shack","American","Weekend",1360,7.08,4,25,23
"Shake Shack","American","Weekend",1361,19.89,NA,27,19
"Shake Shack","American","Weekend",1362,13.97,5,35,27
"Shake Shack","American","Weekend",1363,16.98,3,23,23
"Shake Shack","American","Weekend",1364,10.38,3,24,29
"Shake Shack","American","Weekend",1365,32.93,NA,32,25
"Shake Shack","American","Weekend",1366,12.13,NA,30,19
"Shake Shack","American","Weekend",1367,5.68,NA,31,30
"Shake Shack","American","Weekend",1368,5.82,NA,26,30
"Shake Shack","American","Weekend",1369,5.68,NA,26,18
"Shake Shack","American","Weekend",1370,12.18,NA,23,16
"Shake Shack","American","Weekend",1371,10.82,4,34,20
"Shake Shack","American","Weekend",1372,22.31,NA,35,28
"Shake Shack","American","Weekend",1373,14.07,3,21,27
"Shake Shack","American","Weekend",1374,8.73,NA,35,17
"Shake Shack","American","Weekend",1375,12.66,5,35,24
"Shake Shack","American","Weekend",1376,15.57,5,32,17
"Shake Shack","American","Weekend",1377,14.02,5,26,21
"Shake Shack","American","Weekend",1378,12.18,NA,23,18
"Shake Shack","American","Weekend",1379,7.23,3,29,18
"Shake Shack","American","Weekend",1380,13.39,NA,30,22
"Shake Shack","American","Weekend",1381,20.52,3,31,15
"Shake Shack","American","Weekend",1382,25.22,3,27,25
"Shake Shack","American","Weekend",1383,14.02,4,20,21
"Shake Shack","American","Weekend",1384,31.43,3,31,24
"Shake Shack","American","Weekend",1385,6.79,NA,20,25
"Shake Shack","American","Weekend",1386,10.24,NA,22,21
"Shake Shack","American","Weekend",1387,5.63,NA,27,16
"Shake Shack","American","Weekend",1388,16.1,NA,28,24
"Shake Shack","American","Weekend",1389,15.96,3,30,21
"Shake Shack","American","Weekend",1390,19.4,NA,30,18
"Shake Shack","American","Weekend",1391,29.49,5,20,24
"Shake Shack","American","Weekend",1392,29.05,4,33,16
"Shake Shack","American","Weekend",1393,24.25,4,27,30
"Shake Shack","American","Weekend",1394,17.03,NA,21,28
"Shake Shack","American","Weekend",1395,22.85,5,24,23
"Shake Shack","American","Weekend",1396,31.43,3,22,24
"Shake Shack","American","Weekend",1397,12.37,3,28,28
"Shake Shack","American","Weekend",1398,9.12,NA,31,19
"Shake Shack","American","Weekend",1399,12.18,4,23,28
"Shake Shack","American","Weekend",1400,12.08,3,29,24
"Shake Shack","American","Weekend",1401,13.1,4,30,29
"Shake Shack","American","Weekend",1402,29.1,5,26,24
"Shake Shack","American","Weekend",1403,21.29,NA,35,21
"Shake Shack","American","Weekend",1404,14.07,NA,31,25
"Shake Shack","American","Weekend",1405,32.98,3,22,21
"Shake Shack","American","Weekend",1406,8.25,NA,30,15
"Shake Shack","American","Weekend",1407,15.76,5,32,24
"Shake Shack","American","Weekend",1408,29.49,NA,34,24
"Shake Shack","American","Weekend",1409,29.1,5,29,17
"Shake Shack","American","Weekend",1410,16.93,NA,25,26
"Shake Shack","American","Weekend",1411,8.88,5,27,23
"Shake Shack","American","Weekend",1412,12.95,NA,27,18
"Shake Shack","American","Weekend",1413,12.18,NA,35,29
"Shake Shack","American","Weekend",1414,14.07,NA,25,28
"Shake Shack","American","Weekend",1415,24.25,4,20,29
"Shake Shack","American","Weekend",1416,12.95,4,30,26
"Sushi Samba","Japanese","Weekday",1422,22.85,5,21,32
"Sushi Samba","Japanese","Weekend",1423,13,4,33,21
"Sushi Samba","Japanese","Weekend",1424,15.47,NA,32,26
"Sushi Samba","Japanese","Weekend",1425,12.95,NA,21,21
"Sushi Samba","Japanese","Weekend",1426,29.05,5,31,16
"Sushi Samba","Japanese","Weekend",1427,6.11,5,30,27
"Sushi Samba","Japanese","Weekend",1428,22.36,5,31,30
"Sushi Samba","Japanese","Weekend",1429,6.84,5,27,20
"Sushi Samba","Japanese","Weekend",1430,14.02,NA,30,29
"Sushi Samba","Japanese","Weekend",1431,31.33,5,35,20
"Sushi Samba","Japanese","Weekend",1432,12.61,5,29,29
"Sushi of Gari","Japanese","Weekday",1433,10.72,NA,30,26
"Sushi of Gari","Japanese","Weekday",1434,29.34,NA,32,25
"Sushi of Gari","Japanese","Weekday",1435,12.18,5,25,24
"Sushi of Gari","Japanese","Weekday",1436,12.13,5,29,26
"Sushi of Gari","Japanese","Weekend",1437,16.01,NA,33,19
"Sushi of Gari","Japanese","Weekend",1438,31.43,NA,21,27
"Sushi of Gari","Japanese","Weekend",1439,9.31,5,31,22
"Sushi of Gari","Japanese","Weekend",1440,16.98,NA,30,16
"Sushi of Gari","Japanese","Weekend",1441,32.98,4,34,21
"Sushi of Gari","Japanese","Weekend",1442,22.75,5,30,22
"Sushi of Gari","Japanese","Weekend",1443,15.96,NA,22,19
"Sushi of Gari","Japanese","Weekend",1444,15.96,5,23,22
"Sushi of Gari","Japanese","Weekend",1445,15.52,NA,20,16
"Sushi of Gari","Japanese","Weekend",1446,14.07,NA,35,26
"Sushi of Gari","Japanese","Weekend",1447,29.15,NA,34,24
"Sushi of Gari","Japanese","Weekend",1448,6.69,4,22,16
"Sushi of Gari 46","Japanese","Weekday",1449,12.18,NA,24,26
"Sushi of Gari 46","Japanese","Weekday",1450,8.83,NA,31,33
"Sushi of Gari 46","Japanese","Weekday",1451,29.1,5,32,30
"Sushi of Gari 46","Japanese","Weekday",1452,19.35,NA,28,24
"Sushi of Gari 46","Japanese","Weekday",1453,13.05,NA,28,30
"Sushi of Gari 46","Japanese","Weekday",1454,22.46,NA,21,29
"Sushi of Gari 46","Japanese","Weekday",1455,12.13,NA,20,33
"Sushi of Gari 46","Japanese","Weekday",1456,29.15,NA,32,32
"Sushi of Gari 46","Japanese","Weekday",1457,12.18,NA,20,29
"Sushi of Gari 46","Japanese","Weekday",1458,5.77,4,32,24
"Sushi of Gari 46","Japanese","Weekday",1459,14.6,3,24,24
"Sushi of Gari 46","Japanese","Weekday",1460,12.18,4,24,27
"Sushi of Gari 46","Japanese","Weekday",1461,12.13,5,34,28
"Sushi of Gari 46","Japanese","Weekend",1462,22.26,5,28,22
"Sushi of Gari 46","Japanese","Weekend",1463,9.22,4,32,28
"Sushi of Gari 46","Japanese","Weekend",1464,29.05,3,35,26
"Sushi of Gari 46","Japanese","Weekend",1465,12.13,5,27,20
"Sushi of Gari 46","Japanese","Weekend",1466,13.05,NA,24,22
"Sushi of Gari 46","Japanese","Weekend",1467,31.43,5,29,30
"Sushi of Gari 46","Japanese","Weekend",1468,16.3,NA,21,29
"Sushi of Gari 46","Japanese","Weekend",1469,25.17,NA,29,27
"Sushi of Gari 46","Japanese","Weekend",1470,22.26,5,27,26
"Sushi of Gari 46","Japanese","Weekend",1471,12.13,NA,31,24
"Sushi of Gari 46","Japanese","Weekend",1472,24.3,3,29,23
"Sushi of Gari 46","Japanese","Weekend",1473,25.22,NA,32,28
"Sushi of Gari 46","Japanese","Weekend",1474,12.13,NA,25,29
"Sushi of Gari 46","Japanese","Weekend",1475,16.44,4,24,27
"Sushi of Gari 46","Japanese","Weekend",1476,14.31,NA,27,25
"Sushi of Gari 46","Japanese","Weekend",1477,16.06,NA,31,24
"Sushi of Gari 46","Japanese","Weekend",1478,7.38,NA,29,28
"Sushi of Gari 46","Japanese","Weekend",1479,29.05,NA,21,23
"Sushi of Gari 46","Japanese","Weekend",1480,31.43,4,35,23
"Sushi of Gari 46","Japanese","Weekend",1481,12.22,4,24,20
"Sushi of Gari 46","Japanese","Weekend",1482,11.84,NA,27,24
"Sushi of Gari 46","Japanese","Weekend",1483,12.56,4,20,22
"Sushi of Gari 46","Japanese","Weekend",1484,22.8,NA,30,25
"Sushi of Gari 46","Japanese","Weekend",1485,9.02,5,32,17
"Sushi of Gari Tribeca","Japanese","Weekday",1486,12.13,5,22,26
"Sushi of Gari Tribeca","Japanese","Weekday",1487,21.83,NA,34,30
"Sushi of Gari Tribeca","Japanese","Weekday",1488,17.03,NA,35,30
"Sushi of Gari Tribeca","Japanese","Weekday",1489,31.33,NA,34,26
"Sushi of Gari Tribeca","Japanese","Weekday",1490,10.86,4,28,28
"Sushi of Gari Tribeca","Japanese","Weekend",1491,9.27,NA,20,17
"Sushi of Gari Tribeca","Japanese","Weekend",1492,29.2,5,32,22
"Sushi of Gari Tribeca","Japanese","Weekend",1493,9.85,NA,26,17
"Sushi of Gari Tribeca","Japanese","Weekend",1494,9.46,5,32,20
"Sushi of Gari Tribeca","Japanese","Weekend",1495,14.79,NA,32,24
"Sushi of Gari Tribeca","Japanese","Weekend",1496,12.18,5,35,19
"Sushi of Gari Tribeca","Japanese","Weekend",1497,19.02,5,27,29
"Sushi of Gari Tribeca","Japanese","Weekend",1498,24.2,NA,22,21
"Sushi of Gari Tribeca","Japanese","Weekend",1499,29.15,4,22,17
"Sushi of Gari Tribeca","Japanese","Weekend",1500,12.13,NA,25,30
"Sushi of Gari Tribeca","Japanese","Weekend",1501,17.03,NA,23,22
"Sushi of Gari Tribeca","Japanese","Weekend",1502,19.45,4,25,15
"Sushi of Gari Tribeca","Japanese","Weekend",1503,8.63,5,33,17
"Sushi of Gari Tribeca","Japanese","Weekend",1504,12.42,4,23,20
"Sushi of Gari Tribeca","Japanese","Weekend",1505,14.12,NA,21,29
"Sushi of Gari Tribeca","Japanese","Weekend",1506,9.46,NA,22,29
"Sushi of Gari Tribeca","Japanese","Weekend",1507,8.63,5,33,28
"Sushi of Gari Tribeca","Japanese","Weekend",1508,9.55,4,35,25
"Sushi of Gari Tribeca","Japanese","Weekend",1509,14.07,5,34,29
"TAO","Japanese","Weekday",1510,12.27,NA,26,29
"TAO","Japanese","Weekday",1511,12.66,NA,29,29
"TAO","Japanese","Weekday",1512,6.69,4,26,25
"TAO","Japanese","Weekday",1513,12.18,NA,26,33
"TAO","Japanese","Weekday",1514,13.48,NA,27,32
"TAO","Japanese","Weekday",1515,29.49,NA,22,32
"TAO","Japanese","Weekday",1516,25.27,4,24,24
"TAO","Japanese","Weekday",1517,8.05,NA,26,31
"TAO","Japanese","Weekday",1518,25.27,NA,33,30
"TAO","Japanese","Weekday",1519,22.12,5,32,30
"TAO","Japanese","Weekday",1520,12.08,3,24,26
"TAO","Japanese","Weekday",1521,8,4,28,24
"TAO","Japanese","Weekend",1522,16.15,3,24,22
"TAO","Japanese","Weekend",1523,14.99,NA,24,21
"TAO","Japanese","Weekend",1524,15.28,5,20,27
"TAO","Japanese","Weekend",1525,31.43,NA,34,20
"TAO","Japanese","Weekend",1526,8.54,4,26,23
"TAO","Japanese","Weekend",1527,24.3,NA,24,22
"TAO","Japanese","Weekend",1528,15.28,4,33,22
"TAO","Japanese","Weekend",1529,12.17,5,22,16
"TAO","Japanese","Weekend",1530,29.1,NA,28,23
"TAO","Japanese","Weekend",1531,25.22,5,28,17
"TAO","Japanese","Weekend",1532,16.01,NA,26,16
"TAO","Japanese","Weekend",1533,13.97,5,28,25
"TAO","Japanese","Weekend",1534,9.12,NA,34,18
"TAO","Japanese","Weekend",1535,20.23,5,22,20
"TAO","Japanese","Weekend",1536,24.25,4,22,21
"TAO","Japanese","Weekend",1537,15.67,5,20,22
"TAO","Japanese","Weekend",1538,15.76,NA,26,19
"TAO","Japanese","Weekend",1539,9.65,4,25,18
"TAO","Japanese","Weekend",1540,29.05,4,35,24
"TAO","Japanese","Weekend",1541,12.61,5,32,24
"TAO","Japanese","Weekend",1542,15.52,4,32,27
"TAO","Japanese","Weekend",1543,12.71,3,22,17
"TAO","Japanese","Weekend",1544,32.93,NA,34,16
"TAO","Japanese","Weekend",1545,9.56,5,21,17
"TAO","Japanese","Weekend",1546,15.86,4,22,17
"TAO","Japanese","Weekend",1547,12.18,NA,23,24
"TAO","Japanese","Weekend",1548,19.35,NA,34,22
"TAO","Japanese","Weekend",1549,14.75,5,35,19
"TAO","Japanese","Weekend",1550,16.05,4,23,20
"TAO","Japanese","Weekend",1551,33.22,NA,23,19
"TAO","Japanese","Weekend",1552,20.47,4,26,30
"TAO","Japanese","Weekend",1553,12.08,NA,24,30
"TAO","Japanese","Weekend",1554,9.22,5,26,25
"TAO","Japanese","Weekend",1555,24.25,NA,31,27
"TAO","Japanese","Weekend",1556,6.69,5,22,28
"TAO","Japanese","Weekend",1557,8.1,5,32,16
"TAO","Japanese","Weekend",1558,25.22,NA,26,16
"Tamarind TriBeCa","Indian","Weekday",1559,14.02,NA,20,25
"Tamarind TriBeCa","Indian","Weekday",1560,25.22,3,20,24
"Tamarind TriBeCa","Indian","Weekday",1561,16.49,NA,31,28
"Tamarind TriBeCa","Indian","Weekday",1562,12.95,3,27,24
"Tamarind TriBeCa","Indian","Weekday",1563,8.59,5,32,31
"Tamarind TriBeCa","Indian","Weekend",1564,12.23,4,21,21
"Tamarind TriBeCa","Indian","Weekend",1565,22.26,5,34,15
"Tamarind TriBeCa","Indian","Weekend",1566,25.22,5,30,26
"Tamarind TriBeCa","Indian","Weekend",1567,11.64,NA,33,23
"Tamarind TriBeCa","Indian","Weekend",1568,15.77,5,25,29
"Tamarind TriBeCa","Indian","Weekend",1569,24.2,4,28,26
"Tamarind TriBeCa","Indian","Weekend",1570,6.07,4,30,17
"Tamarind TriBeCa","Indian","Weekend",1571,6.74,5,25,26
"Tamarind TriBeCa","Indian","Weekend",1572,16.44,5,23,24
"Tamarind TriBeCa","Indian","Weekend",1573,19.45,4,29,19
"Tamarind TriBeCa","Indian","Weekend",1574,29.15,3,35,22
"Tamarind TriBeCa","Indian","Weekend",1575,13.24,NA,23,30
"Tamarind TriBeCa","Indian","Weekend",1576,12.18,5,25,20
"Tamarind TriBeCa","Indian","Weekend",1577,29.39,5,30,25
"Tamarind TriBeCa","Indian","Weekend",1578,12.13,NA,35,20
"Tamarind TriBeCa","Indian","Weekend",1579,14.07,4,26,21
"Tamarind TriBeCa","Indian","Weekend",1580,16.98,5,22,17
"Tamarind TriBeCa","Indian","Weekend",1581,6.69,5,22,18
"Tamarind TriBeCa","Indian","Weekend",1582,12.47,5,32,26
"Tamarind TriBeCa","Indian","Weekend",1583,6.74,4,20,17
"Tamarind TriBeCa","Indian","Weekend",1584,12.18,NA,26,30
"Tamarind TriBeCa","Indian","Weekend",1585,24.2,NA,24,29
"Terakawa Ramen","Japanese","Weekday",1589,8.54,3,27,25
"Terakawa Ramen","Japanese","Weekday",1590,19.6,NA,23,26
"Terakawa Ramen","Japanese","Weekend",1591,14.65,4,30,16
"The Kati Roll Company","Indian","Weekday",1592,24.35,NA,33,29
"The Kati Roll Company","Indian","Weekday",1593,5.87,NA,26,30
"The Kati Roll Company","Indian","Weekday",1594,19.4,5,24,30
"The Kati Roll Company","Indian","Weekday",1595,20.13,NA,24,31
"The Kati Roll Company","Indian","Weekend",1596,5.34,4,27,18
"The Kati Roll Company","Indian","Weekend",1597,19.45,NA,25,24
"The Kati Roll Company","Indian","Weekend",1598,29.25,NA,30,21
"The Kati Roll Company","Indian","Weekend",1599,24.2,5,26,16
"The Kati Roll Company","Indian","Weekend",1600,16.15,5,20,29
"The Kati Roll Company","Indian","Weekend",1601,11.64,4,34,18
"The Kati Roll Company","Indian","Weekend",1602,17.03,5,24,22
"The Kati Roll Company","Indian","Weekend",1603,14.07,5,33,17
"The Kati Roll Company","Indian","Weekend",1604,31.33,5,28,25
"The Kati Roll Company","Indian","Weekend",1605,16.83,4,26,20
"The Kati Roll Company","Indian","Weekend",1606,33.03,NA,35,21
"The Kati Roll Company","Indian","Weekend",1607,14.07,5,23,20
"The Loop","Japanese","Weekend",1608,4.66,NA,34,25
"The Loop","Japanese","Weekend",1609,31.38,4,26,24
"The Loop","Japanese","Weekend",1610,16.98,5,26,27
"The Loop","Japanese","Weekend",1611,24.3,5,21,29
"The Meatball Shop","Italian","Weekday",1613,8.3,NA,29,32
"The Meatball Shop","Italian","Weekday",1614,12.23,NA,28,33
"The Meatball Shop","American","Weekday",1615,7.28,5,20,29
"The Meatball Shop","Italian","Weekday",1616,8.54,5,24,29
"The Meatball Shop","American","Weekday",1617,15.86,5,29,26
"The Meatball Shop","Italian","Weekday",1618,8.63,4,28,27
"The Meatball Shop","Italian","Weekday",1619,21.34,5,22,24
"The Meatball Shop","Italian","Weekday",1620,16.54,5,32,24
"The Meatball Shop","Italian","Weekday",1621,12.95,4,29,24
"The Meatball Shop","Italian","Weekday",1622,12.56,NA,31,32
"The Meatball Shop","Italian","Weekday",1623,29.25,5,35,29
"The Meatball Shop","Italian","Weekday",1624,8.78,5,34,33
"The Meatball Shop","Italian","Weekday",1625,12.71,5,29,33
"The Meatball Shop","Italian","Weekday",1626,13.05,5,23,31
"The Meatball Shop","Italian","Weekday",1627,13.53,3,20,31
"The Meatball Shop","Italian","Weekday",1628,24.2,4,28,30
"The Meatball Shop","Italian","Weekday",1629,17.08,5,22,26
"The Meatball Shop","Italian","Weekday",1630,22.26,4,30,26
"The Meatball Shop","Italian","Weekday",1631,9.65,5,34,28
"The Meatball Shop","Italian","Weekday",1632,9.41,5,30,32
"The Meatball Shop","Italian","Weekday",1633,24.3,4,31,29
"The Meatball Shop","Italian","Weekday",1634,12.08,5,33,25
"The Meatball Shop","Italian","Weekday",1635,29.1,5,22,33
"The Meatball Shop","Italian","Weekday",1636,12.13,4,22,32
"The Meatball Shop","Italian","Weekday",1637,12.08,NA,25,28
"The Meatball Shop","Italian","Weekday",1638,8.83,NA,31,25
"The Meatball Shop","Italian","Weekday",1639,14.7,5,30,24
"The Meatball Shop","Italian","Weekday",1640,11.16,5,22,28
"The Meatball Shop","Italian","Weekday",1641,19.45,5,31,32
"The Meatball Shop","Italian","Weekday",1642,14.02,5,20,27
"The Meatball Shop","Italian","Weekday",1643,32.98,5,26,27
"The Meatball Shop","Italian","Weekday",1644,13,5,23,26
"The Meatball Shop","Italian","Weekday",1645,17.03,NA,22,29
"The Meatball Shop","Italian","Weekday",1646,14.02,5,32,32
"The Meatball Shop","Italian","Weekday",1647,21.88,5,24,27
"The Meatball Shop","Italian","Weekday",1648,11.59,NA,21,30
"The Meatball Shop","Italian","Weekday",1649,32.98,3,23,25
"The Meatball Shop","Italian","Weekend",1650,20.18,4,32,26
"The Meatball Shop","American","Weekend",1651,12.18,5,22,26
"The Meatball Shop","American","Weekend",1652,19.35,4,31,25
"The Meatball Shop","American","Weekend",1653,31.43,NA,31,22
"The Meatball Shop","Italian","Weekend",1654,15.91,NA,26,20
"The Meatball Shop","Italian","Weekend",1655,19.35,NA,27,20
"The Meatball Shop","American","Weekend",1656,24.2,5,21,30
"The Meatball Shop","American","Weekend",1657,32.93,3,35,16
"The Meatball Shop","Italian","Weekend",1658,6.84,NA,25,18
"The Meatball Shop","American","Weekend",1659,14.5,5,34,25
"The Meatball Shop","Italian","Weekend",1660,19.4,NA,28,17
"The Meatball Shop","Italian","Weekend",1661,14.41,NA,28,28
"The Meatball Shop","Italian","Weekend",1662,14.31,NA,23,17
"The Meatball Shop","Italian","Weekend",1663,13.19,NA,26,29
"The Meatball Shop","Italian","Weekend",1664,31.33,3,30,15
"The Meatball Shop","Italian","Weekend",1665,12.23,5,35,22
"The Meatball Shop","Italian","Weekend",1666,24.3,NA,33,21
"The Meatball Shop","Italian","Weekend",1667,29.2,NA,31,24
"The Meatball Shop","Italian","Weekend",1668,9.65,NA,29,16
"The Meatball Shop","Italian","Weekend",1669,21.83,4,30,20
"The Meatball Shop","Italian","Weekend",1670,19.35,5,21,23
"The Meatball Shop","Italian","Weekend",1671,16.93,NA,30,25
"The Meatball Shop","Italian","Weekend",1672,29.15,5,23,30
"The Meatball Shop","Italian","Weekend",1673,11.69,4,35,16
"The Meatball Shop","Italian","Weekend",1674,12.18,3,27,20
"The Meatball Shop","Italian","Weekend",1675,6.79,NA,26,15
"The Meatball Shop","Italian","Weekend",1676,12.08,3,32,19
"The Meatball Shop","American","Weekend",1677,14.55,5,21,30
"The Meatball Shop","Italian","Weekend",1678,6.69,NA,25,22
"The Meatball Shop","Italian","Weekend",1679,16.49,3,22,28
"The Meatball Shop","Italian","Weekend",1680,25.22,5,32,25
"The Meatball Shop","Italian","Weekend",1681,12.13,4,21,25
"The Meatball Shop","Italian","Weekend",1682,24.2,5,24,24
"The Meatball Shop","Italian","Weekend",1683,8.54,3,31,15
"The Meatball Shop","American","Weekend",1684,6.69,4,27,27
"The Meatball Shop","American","Weekend",1685,5.77,NA,33,27
"The Meatball Shop","Italian","Weekend",1686,32.93,5,34,29
"The Meatball Shop","Italian","Weekend",1687,24.3,5,28,25
"The Meatball Shop","Italian","Weekend",1688,22.36,4,28,18
"The Meatball Shop","Italian","Weekend",1689,12.18,5,25,28
"The Meatball Shop","American","Weekend",1690,12.56,NA,28,22
"The Meatball Shop","Italian","Weekend",1691,12.18,NA,25,28
"The Meatball Shop","Italian","Weekend",1692,16.2,5,21,26
"The Meatball Shop","Italian","Weekend",1693,11.69,NA,30,21
"The Meatball Shop","American","Weekend",1694,9.27,NA,24,23
"The Meatball Shop","Italian","Weekend",1695,12.18,NA,27,17
"The Meatball Shop","Italian","Weekend",1696,25.27,NA,25,29
"The Meatball Shop","Italian","Weekend",1697,24.3,4,29,15
"The Meatball Shop","Italian","Weekend",1698,19.4,NA,20,16
"The Meatball Shop","Italian","Weekend",1699,14.6,5,21,23
"The Meatball Shop","Italian","Weekend",1700,12.18,NA,20,16
"The Meatball Shop","Italian","Weekend",1701,12.23,4,31,28
"The Meatball Shop","Italian","Weekend",1702,12.23,5,25,19
"The Meatball Shop","Italian","Weekend",1703,6.74,5,26,30
"The Meatball Shop","Italian","Weekend",1704,14.94,5,32,25
"The Meatball Shop","Italian","Weekend",1705,21.2,NA,34,16
"The Meatball Shop","Italian","Weekend",1706,12.08,NA,23,23
"The Meatball Shop","Italian","Weekend",1707,16.98,NA,32,30
"The Meatball Shop","Italian","Weekend",1708,22.26,NA,28,25
"The Meatball Shop","Italian","Weekend",1709,22.36,5,32,21
"The Meatball Shop","Italian","Weekend",1710,9.22,NA,30,19
"The Meatball Shop","Italian","Weekend",1711,33.03,5,30,16
"The Meatball Shop","Italian","Weekend",1712,6.07,NA,28,21
"The Meatball Shop","Italian","Weekend",1713,15.57,4,20,24
"The Meatball Shop","Italian","Weekend",1714,9.17,NA,30,30
"The Meatball Shop","Italian","Weekend",1715,20.61,NA,34,30
"The Meatball Shop","Italian","Weekend",1716,6.06,NA,20,27
"The Meatball Shop","American","Weekend",1717,12.18,4,23,22
"The Meatball Shop","Italian","Weekend",1718,6.74,NA,30,25
"The Meatball Shop","Italian","Weekend",1719,14.84,NA,20,28
"The Meatball Shop","Italian","Weekend",1720,14.12,NA,32,18
"The Meatball Shop","American","Weekend",1721,31.43,4,20,21
"The Meatball Shop","American","Weekend",1722,29.25,3,21,19
"The Meatball Shop","American","Weekend",1723,5.82,5,30,30
"The Meatball Shop","Italian","Weekend",1724,22.36,4,35,21
"The Meatball Shop","Italian","Weekend",1725,29.2,5,29,23
"The Meatball Shop","Italian","Weekend",1726,16.1,NA,20,15
"The Meatball Shop","American","Weekend",1727,12.13,NA,23,23
"The Meatball Shop","American","Weekend",1728,14.5,5,25,22
"The Meatball Shop","Italian","Weekend",1729,19.4,5,28,30
"The Meatball Shop","Italian","Weekend",1730,6.74,5,29,23
"The Meatball Shop","American","Weekend",1731,12.32,NA,31,19
"The Meatball Shop","Italian","Weekend",1732,5.05,NA,29,19
"The Meatball Shop","Italian","Weekend",1733,11.64,4,23,24
"The Meatball Shop","Italian","Weekend",1734,12.13,5,34,16
"The Meatball Shop","Italian","Weekend",1735,29.15,5,34,20
"The Meatball Shop","Italian","Weekend",1736,7.61,3,20,26
"The Meatball Shop","Italian","Weekend",1737,13.53,5,22,24
"The Meatball Shop","Italian","Weekend",1738,6.69,NA,25,18
"The Meatball Shop","Italian","Weekend",1739,29.05,4,32,19
"The Meatball Shop","Italian","Weekend",1740,12.23,5,24,17
"The Meatball Shop","Italian","Weekend",1741,29.15,5,29,27
"The Meatball Shop","Italian","Weekend",1742,13,5,34,26
"The Meatball Shop","Italian","Weekend",1743,19.45,5,21,19
"The Meatball Shop","Italian","Weekend",1744,6.4,NA,23,20
"The Odeon","American","Weekday",1745,12.9,3,31,28
"The Odeon","American","Weekend",1746,6.69,4,30,20
"The Odeon","American","Weekend",1747,13.92,NA,34,23
"The Smile","American","Weekday",1748,12.18,5,29,27
"The Smile","American","Weekday",1749,9.17,5,26,28
"The Smile","American","Weekday",1750,19.4,5,26,27
"The Smile","American","Weekday",1751,12.27,NA,32,24
"The Smile","American","Weekday",1752,8.39,NA,20,31
"The Smile","American","Weekday",1753,25.22,4,25,28
"The Smile","American","Weekend",1754,12.18,NA,22,27
"The Smile","American","Weekend",1755,7.81,5,24,21
"The Smile","American","Weekend",1756,14.94,NA,27,22
"The Smile","American","Weekend",1757,25.17,3,31,15
"The Smile","American","Weekend",1758,29.1,NA,22,16
"The Smile","American","Weekend",1759,13.39,NA,20,16
"The Smile","American","Weekend",1760,12.08,5,27,25
"The Smile","American","Weekend",1761,8.59,4,32,29
"The Smile","American","Weekend",1762,12.13,4,29,24
"The Smile","American","Weekend",1763,22.26,5,25,26
"The Smile","American","Weekend",1764,5.82,3,22,25
"The Smile","American","Weekend",1765,12.18,5,31,19
"Tony's Di Napoli","Italian","Weekend",1766,11.3,4,35,29
"Tony's Di Napoli","Italian","Weekend",1767,15.81,5,35,30
"Tony's Di Napoli","Italian","Weekend",1768,5.82,5,26,26
"Tony's Di Napoli","Italian","Weekend",1769,14.07,NA,22,27
"Tony's Di Napoli","Italian","Weekend",1770,29.1,NA,26,19
"Tortaria","Mexican","Weekday",1771,13,5,21,24
"Tortaria","Mexican","Weekend",1772,8.92,NA,33,16
"Tortaria","Mexican","Weekend",1773,19.31,NA,27,28
"Tortaria","Mexican","Weekend",1774,13.05,5,23,19
"Tres Carnes","Mexican","Weekday",1775,33.32,4,21,33
"Tres Carnes","Mexican","Weekend",1776,9.17,4,25,30
"Tres Carnes","Mexican","Weekend",1777,20.13,NA,35,18
"V-Nam Cafe","Vietnamese","Weekday",1780,6.01,3,20,31
"V-Nam Cafe","Vietnamese","Weekend",1781,12.08,NA,31,19
"V-Nam Cafe","Vietnamese","Weekend",1782,22.26,5,33,26
"V-Nam Cafe","Vietnamese","Weekend",1783,12.13,4,20,26
"Vanessa's Dumpling House","Chinese","Weekday",1784,29.1,NA,22,25
"Vanessa's Dumpling House","Chinese","Weekday",1785,5.92,NA,30,32
"Vanessa's Dumpling House","Chinese","Weekend",1786,14.84,5,31,24
"Vanessa's Dumpling House","Chinese","Weekend",1787,16.49,5,26,25
"Vanessa's Dumpling House","Chinese","Weekend",1788,18.43,5,34,28
"Vanessa's Dumpling House","Chinese","Weekend",1789,9.65,5,20,22
"Vanessa's Dumpling House","Chinese","Weekend",1790,15.52,5,20,23
"Vanessa's Dumpling House","Chinese","Weekend",1791,5.72,NA,20,21
"Vanessa's Dumpling House","Chinese","Weekend",1792,12.18,NA,27,18
"Vanessa's Dumplings","Chinese","Weekday",1793,12.13,NA,31,33
"Vanessa's Dumplings","Chinese","Weekday",1794,25.22,NA,32,24
