"order_id","restaurant_name","cuisine_type","cost_of_the_order","day_of_the_week","rating","food_preparation_time","delivery_time"
1478066,"RedFarm Hudson","Chinese",15.23,"Weekend","5",31,16
1477626,"Parm","Italian",9.17,"Weekend","Not given",25,17
1476861,"Tamarind TriBeCa","Indian",29.15,"Weekend","3",35,22
1476899,"Shake Shack","American",29.05,"Weekend","4",33,16
1478248,"Han Dynasty","Chinese",33.03,"Weekday","5",35,32
1477827,"Blue Ribbon Sushi Izakaya","Japanese",8.83,"Weekday","5",34,27
1477227,"Bareburger","American",6.74,"Weekend","Not given",26,29
1478034,"Sushi of Gari Tribeca","Japanese",17.03,"Weekend","Not given",23,22
1478181,"Benihana","Japanese",25.22,"Weekday","4",27,27
1477489,"Tres Carnes","Mexican",9.17,"Weekend","4",25,30
1476804,"Schnipper's Quality Kitchen","American",12.18,"Weekend","Not given",31,22
1478004,"Parm","Italian",12.18,"Weekend","Not given",29,16
1477650,"Shake Shack","American",15.57,"Weekend","5",32,17
1478069,"Lucky's Famous Burgers","American",12.13,"Weekday","5",21,30
1477175,"Blue Ribbon Fried Chicken","American",14.6,"Weekend","3",27,27
1477943,"Sushi of Gari 46","Japanese",11.84,"Weekend","Not given",27,24
1477467,"Sushi of Gari","Japanese",14.07,"Weekend","Not given",35,26
1477474,"Go! Go! Curry!","Japanese",33.03,"Weekend","Not given",22,15
1477996,"Shake Shack","American",8.1,"Weekend","5",26,27
1477782,"Dirty Bird to Go","American",12.18,"Weekday","Not given",20,24
1477527,"Parm","Italian",5.72,"Weekend","4",26,27
1476837,"Nha Trang One","Vietnamese",15.67,"Weekday","3",23,24
1477686,"Nobu Next Door","Japanese",12.18,"Weekend","4",29,20
1476795,"Shake Shack","American",16.2,"Weekend","Not given",20,21
1477599,"Market Table","American",6.79,"Weekend","Not given",21,17
1477564,"Sushi Samba","Japanese",12.61,"Weekend","5",29,29
1476733,"TAO","Japanese",32.93,"Weekend","Not given",34,16
1477753,"Sushi of Gari Tribeca","Japanese",14.79,"Weekend","Not given",32,24
1476825,"Otto Enoteca Pizzeria","Italian",24.2,"Weekend","Not given",34,15
1478010,"Parm","Italian",6.69,"Weekend","5",24,28
1477113,"Hill Country Fried Chicken","Southern",12.23,"Weekday","4",20,29
1476549,"Tamarind TriBeCa","Indian",6.74,"Weekend","5",25,26
1476676,"Blue Ribbon Sushi","Japanese",16.06,"Weekday","Not given",34,33
1477595,"Blue Ribbon Fried Chicken","American",12.23,"Weekend","Not given",30,20
1477618,"Asuka Sushi","Japanese",22.8,"Weekend","Not given",30,28
1477911,"Sushi of Gari Tribeca","Japanese",12.18,"Weekend","5",35,19
1476630,"Five Leaves","American",9.17,"Weekend","4",34,23
1477546,"Shake Shack","American",14.07,"Weekday","4",24,28
1477320,"Blue Ribbon Fried Chicken","American",14.84,"Weekend","5",21,25
1477084,"Shake Shack","American",6.69,"Weekday","5",26,32
1476726,"Hatsuhana","Japanese",14.07,"Weekend","Not given",26,17
1478427,"Pylos","Mediterranean",14.12,"Weekday","4",26,24
1476743,"Blue Ribbon Sushi","Japanese",6.69,"Weekend","Not given",35,26
1478238,"Shake Shack","American",13.58,"Weekend","Not given",25,24
1476695,"Blue Ribbon Fried Chicken","American",33.18,"Weekend","Not given",26,20
1476573,"Haveli Indian Restaurant","Indian",29.1,"Weekday","3",23,24
1478323,"Westville Hudson","American",24.25,"Weekend","Not given",25,21
1477735,"Blue Ribbon Fried Chicken","American",29.05,"Weekend","5",29,20
1477674,"Rubirosa","Italian",6.55,"Weekend","Not given",23,15
1478006,"Blue Ribbon Sushi","Japanese",24.3,"Weekday","Not given",21,26
1478033,"Rubirosa","Italian",19.4,"Weekend","4",34,16
1478186,"Shake Shack","American",20.52,"Weekend","3",31,15
1477776,"Tamarind TriBeCa","Indian",29.39,"Weekend","5",30,25
1478312,"Han Dynasty","Chinese",13.78,"Weekend","5",27,20
1477757,"Shake Shack","American",14.12,"Weekend","Not given",29,30
1477291,"The Kati Roll Company","Indian",19.4,"Weekday","5",24,30
1478168,"Blue Ribbon Fried Chicken","American",19.4,"Weekend","4",33,21
1477269,"Sushi Samba","Japanese",6.84,"Weekend","5",27,20
1477896,"Pepe Rosso To Go","Italian",22.8,"Weekend","5",35,24
1477507,"Shake Shack","American",19.4,"Weekend","5",33,27
1478271,"RedFarm Hudson","Chinese",14.12,"Weekend","5",21,24
1477853,"Junoon","Indian",28.62,"Weekday","5",21,32
1477001,"Blue Ribbon Sushi","Japanese",29.25,"Weekend","Not given",22,27
1476948,"Vanessa's Dumpling House","Chinese",9.65,"Weekend","5",20,22
1478347,"Blue Ribbon Fried Chicken","American",15.71,"Weekend","3",27,25
1478098,"Sushi of Gari 46","Japanese",12.13,"Weekday","Not given",20,33
1477457,"Shake Shack","American",15.18,"Weekday","5",30,33
1477393,"Parm","Italian",22.36,"Weekend","4",21,30
1476956,"Saravanaa Bhavan","Indian",12.13,"Weekday","Not given",32,26
1477653,"Shake Shack","American",12.13,"Weekend","5",26,26
1477261,"Sushi of Gari","Japanese",31.43,"Weekend","Not given",21,27
1478127,"Blue Ribbon Fried Chicken","American",20.18,"Weekend","3",22,20
1476556,"ilili Restaurant","Middle Eastern",16.3,"Weekend","4",27,16
1477280,"RedFarm Broadway","Chinese",14.07,"Weekend","3",34,17
1477968,"Sushi of Gari","Japanese",6.69,"Weekend","4",22,16
1476784,"Han Dynasty","Chinese",24.2,"Weekend","5",23,15
1478255,"Shake Shack","American",6.69,"Weekday","Not given",20,29
1478224,"ilili Restaurant","Middle Eastern",9.56,"Weekend","Not given",27,27
1476672,"Han Dynasty","Chinese",8.54,"Weekend","4",31,15
1478240,"Rubirosa","Italian",24.2,"Weekend","4",34,16
1477864,"Dos Caminos","Mexican",8.1,"Weekday","Not given",23,26
1476869,"Blue Ribbon Fried Chicken","American",19.35,"Weekday","Not given",35,24
1476886,"Cafe Mogador","Middle Eastern",13.68,"Weekend","4",29,18
1478101,"TAO","Japanese",13.97,"Weekend","5",28,25
1476712,"Blue Ribbon Sushi","Japanese",9.75,"Weekday","5",27,27
1477083,"Tamarind TriBeCa","Indian",6.74,"Weekend","4",20,17
1478164,"Cho Dang Gol","Korean",11.84,"Weekend","5",25,16
1477390,"Five Guys Burgers and Fries","American",16.05,"Weekend","4",29,18
1478273,"Blue Ribbon Sushi Izakaya","Japanese",12.23,"Weekend","Not given",21,23
1476900,"Sarabeth's","American",32.93,"Weekday","4",33,33
1477060,"Empanada Mama (closed)","Mexican",14.21,"Weekend","Not given",27,25
1477697,"Momoya","Japanese",29.1,"Weekday","4",21,29
1477833,"Shake Shack","American",15.57,"Weekday","Not given",28,30
1477295,"Sushi of Gari 46","Japanese",12.13,"Weekend","Not given",25,29
1476655,"Blue Ribbon Fried Chicken","American",29.15,"Weekend","4",31,17
1477585,"Burger Joint","American",11.98,"Weekend","Not given",20,17
1478175,"Sarabeth's","American",29.3,"Weekend","5",23,17
1477982,"Go! Go! Curry!","Japanese",14.02,"Weekday","4",22,27
1476697,"The Meatball Shop","American",32.93,"Weekend","3",35,16
1477053,"Five Guys Burgers and Fries","American",14.07,"Weekday","Not given",24,26
1477152,"Sushi of Gari 46","Japanese",25.17,"Weekend","Not given",29,27
1478308,"Galli Restaurant","Italian",16.06,"Weekend","5",22,16
1478028,"Shake Shack","American",24.25,"Weekend","5",31,28
1477555,"V-Nam Cafe","Vietnamese",12.13,"Weekend","4",20,26
1478137,"Izakaya Ten","Japanese",13.05,"Weekend","3",34,23
1477803,"Room Service","Thai",12.23,"Weekend","Not given",35,16
1476771,"P.J. Clarke's","American",12.18,"Weekday","5",30,24
1478362,"The Meatball Shop","Italian",29.1,"Weekday","5",22,33
1476722,"Kanoyama","Japanese",12.81,"Weekend","5",23,24
1477503,"Westville Hudson","American",24.3,"Weekend","Not given",32,15
1478126,"Parm","Italian",14.79,"Weekend","Not given",33,29
1478076,"Sarabeth's East","American",29.3,"Weekend","Not given",27,20
1477350,"Blue Ribbon Fried Chicken","American",8.93,"Weekday","5",34,30
1478111,"Blue Ribbon Sushi","Japanese",12.23,"Weekend","4",29,22
1477976,"RedFarm Broadway","Chinese",16.1,"Weekend","5",21,27
1477439,"Five Guys Burgers and Fries","American",12.08,"Weekday","Not given",28,27
1477469,"Cafe Mogador","Middle Eastern",24.25,"Weekend","Not given",26,22
1478314,"Yama Japanese Restaurant","Japanese",12.18,"Weekday","Not given",30,25
1476641,"brgr","American",14.07,"Weekend","Not given",26,24
1478194,"Shake Shack","American",15.52,"Weekend","5",22,17
1477293,"The Meatball Shop","American",12.13,"Weekend","Not given",23,23
1477884,"Parm","Italian",29.44,"Weekend","4",33,24
1477351,"Sushi of Gari Tribeca","Japanese",8.63,"Weekend","5",33,17
1476907,"Nobu Next Door","Japanese",5.67,"Weekday","5",33,25
1477817,"Sushi of Gari 46","Japanese",12.18,"Weekday","4",24,27
1477408,"Hampton Chutney Co.","Thai",12.37,"Weekend","4",21,20
1477953,"The Meatball Shop","American",19.35,"Weekend","4",31,25
1477924,"The Meatball Shop","Italian",32.98,"Weekday","5",26,27
1477995,"Momoya","Japanese",8.1,"Weekend","Not given",32,27
1476709,"Nobu Next Door","Japanese",11.11,"Weekend","Not given",25,30
1478188,"The Meatball Shop","American",12.56,"Weekend","Not given",28,22
1477153,"Parm","Italian",25.27,"Weekday","Not given",27,27
1477802,"The Meatball Shop","Italian",12.13,"Weekend","4",21,25
1477715,"Jack's Wife Freda","Mediterranean",9.41,"Weekend","5",28,15
1478263,"Blue Ribbon Fried Chicken","American",9.51,"Weekday","Not given",30,29
1477669,"Byblos Restaurant","Middle Eastern",25.27,"Weekend","3",33,16
1478187,"Blue Ribbon Sushi","Japanese",12.56,"Weekend","Not given",32,20
1476559,"Bareburger","American",15.57,"Weekday","4",24,28
1477464,"TAO","Japanese",19.35,"Weekend","Not given",34,22
1477143,"The Smile","American",29.1,"Weekend","Not given",22,16
1476683,"Burger Joint","American",12.23,"Weekday","Not given",21,27
1477358,"Boqueria","Spanish",14.5,"Weekend","Not given",35,29
1478149,"Shake Shack","American",25.22,"Weekend","3",27,25
1477761,"Blue Ribbon Sushi","Japanese",24.35,"Weekend","5",33,22
1478311,"Blue Ribbon Fried Chicken","American",21.29,"Weekend","5",28,29
1477956,"Lantern Thai Kitchen","Thai",9.46,"Weekend","5",29,19
1476925,"The Meatball Shop","Italian",14.02,"Weekday","5",32,32
1476950,"P.J. Clarke's","American",15.96,"Weekend","Not given",27,18
1477363,"Blue Ribbon Sushi","Japanese",19.4,"Weekday","Not given",24,24
1476832,"Donburi-ya","Japanese",12.37,"Weekend","5",24,17
1476681,"Parm","Italian",12.13,"Weekday","4",23,31
1478100,"Balthazar Boulangerie","French",21.93,"Weekend","Not given",31,20
1478218,"Izakaya Ten","Japanese",6.02,"Weekend","Not given",24,19
1477655,"Empanada Mama (closed)","Mexican",19.35,"Weekend","5",29,22
1477553,"L'Express","French",22.02,"Weekday","Not given",21,27
1477957,"TAO","Japanese",8,"Weekday","4",28,24
1476692,"Nobu Next Door","Japanese",29.1,"Weekday","3",35,27
1478172,"Sushi Samba","Japanese",12.95,"Weekend","Not given",21,21
1476836,"Blue Ribbon Sushi Bar & Grill","Japanese",16.1,"Weekend","Not given",27,27
1477009,"Blue Ribbon Fried Chicken","American",5.73,"Weekend","Not given",34,16
1477510,"Han Dynasty","Chinese",8.1,"Weekend","5",23,26
1477954,"Tamarind TriBeCa","Indian",16.98,"Weekend","5",22,17
1476609,"Shake Shack","American",8.34,"Weekend","Not given",23,28
1476785,"Blue Ribbon Sushi","Japanese",24.25,"Weekday","Not given",29,25
1477182,"Song Thai Restaurant & Bar","Thai",29.2,"Weekend","5",21,28
1477979,"S'MAC","American",14.55,"Weekend","Not given",29,29
1477304,"The Meatball Shop","Italian",24.2,"Weekday","4",28,30
1476823,"Blue Ribbon Sushi","Japanese",12.13,"Weekday","Not given",32,29
1478434,"J. G. Melon","American",19.45,"Weekend","5",24,15
1477411,"Hummus Place","Middle Eastern",9.75,"Weekend","5",28,28
1477720,"Empanada Mama (closed)","Mexican",19.98,"Weekday","4",23,32
1476638,"Blue Ribbon Sushi Bar & Grill","Japanese",11.88,"Weekend","5",25,17
1478411,"RedFarm Broadway","Chinese",6.69,"Weekend","Not given",27,24
1477166,"RedFarm Hudson","Chinese",21.29,"Weekend","4",32,25
1477338,"Hill Country Fried Chicken","Southern",11.64,"Weekend","4",35,21
1477003,"Bareburger","American",32.93,"Weekend","Not given",29,24
1477565,"Blue Ribbon Fried Chicken","American",12.56,"Weekday","5",27,27
1477842,"RedFarm Broadway","Chinese",14.07,"Weekday","Not given",35,33
1478328,"Rubirosa","Italian",33.03,"Weekend","5",22,28
1477289,"Cafe Mogador","Middle Eastern",12.95,"Weekend","3",21,20
1478146,"Shake Shack","American",12.27,"Weekend","5",24,28
1476662,"Tamarind TriBeCa","Indian",12.18,"Weekend","5",25,20
1476991,"The Meatball Shop","Italian",12.08,"Weekend","3",32,19
1477433,"Dickson's Farmstand Meats","American",12.18,"Weekend","5",21,20
1478250,"Blue Ribbon Sushi","Japanese",12.22,"Weekend","Not given",34,28
1478239,"Shake Shack","American",12.95,"Weekend","4",30,26
1477370,"Sushi of Gari 46","Japanese",29.1,"Weekday","5",32,30
1477580,"Chipotle Mexican Grill $1.99 Delivery","Mexican",15.23,"Weekend","Not given",31,21
1478091,"Blue Ribbon Sushi Bar & Grill","Japanese",15.81,"Weekday","Not given",21,29
1477795,"RedFarm Broadway","Chinese",15.96,"Weekday","4",35,33
1477903,"Bareburger","American",16.25,"Weekend","Not given",32,28
1478439,"TAO","Japanese",8.54,"Weekend","4",26,23
1476731,"TAO","Japanese",29.1,"Weekend","Not given",28,23
1476827,"Blue Ribbon Sushi","Japanese",6.74,"Weekend","Not given",31,27
1476777,"Blue Ribbon Sushi","Japanese",31.38,"Weekend","Not given",26,27
1478027,"Parm","Italian",22.75,"Weekday","Not given",30,27
1476811,"Barbounia","Mediterranean",16.93,"Weekend","5",30,18
1477184,"Rubirosa","Italian",32.98,"Weekend","Not given",33,30
1477119,"Shake Shack","American",5.82,"Weekday","Not given",29,29
1478021,"Blue Ribbon Sushi Bar & Grill","Japanese",22.26,"Weekday","Not given",20,26
1476990,"Mission Cantina","Mexican",15.57,"Weekend","5",21,28
1478329,"Tres Carnes","Mexican",33.32,"Weekday","4",21,33
1478385,"Blue Ribbon Fried Chicken","American",21.34,"Weekend","5",28,21
1477300,"The Meatball Shop","American",31.43,"Weekend","4",20,21
1477275,"Sushi of Gari 46","Japanese",9.22,"Weekend","4",32,28
1477994,"Momoya","Japanese",9.55,"Weekend","5",30,26
1477123,"The Smile","American",8.59,"Weekend","4",32,29
1476758,"Schnipper's Quality Kitchen","American",14.02,"Weekend","5",20,16
1477940,"Joe's Shanghai _Àü£¾÷´","Chinese",16.15,"Weekend","3",33,20
1477089,"RedFarm Broadway","Chinese",8.97,"Weekend","Not given",21,16
1476587,"TAO","Japanese",9.22,"Weekend","5",26,25
1478015,"Nobu Next Door","Japanese",8.97,"Weekday","Not given",22,31
1478023,"Nobu Next Door","Japanese",14.12,"Weekend","3",30,19
1476766,"Shake Shack","American",19.35,"Weekend","4",21,29
1477347,"Shake Shack","American",20.52,"Weekend","Not given",31,26
1478339,"Vanessa's Dumpling House","Chinese",18.43,"Weekend","5",34,28
1477647,"Yama Japanese Restaurant","Japanese",9.27,"Weekend","Not given",23,29
1477478,"Parm","Italian",12.47,"Weekend","Not given",22,24
1477180,"Chipotle Mexican Grill $1.99 Delivery","Mexican",29.15,"Weekday","Not given",21,24
1478110,"Shake Shack","American",12.18,"Weekend","Not given",23,16
1476632,"Westville Hudson","American",9.51,"Weekend","Not given",27,28
1478352,"Otto Enoteca Pizzeria","Italian",12.18,"Weekend","5",21,20
1477079,"Jack's Wife Freda","Mediterranean",12.13,"Weekend","4",33,23
1477384,"Shake Shack","American",6.79,"Weekend","4",35,30
1477262,"Blue Ribbon Fried Chicken","American",12.08,"Weekend","4",21,21
1476602,"RedFarm Hudson","Chinese",13.92,"Weekend","5",28,24
1477741,"The Meatball Shop","Italian",6.84,"Weekend","Not given",25,18
1478370,"Grand Sichuan International","Chinese",25.27,"Weekday","5",35,30
1477232,"Nobu Next Door","Japanese",9.17,"Weekend","Not given",24,15
1477444,"Shake Shack","American",24.3,"Weekday","4",33,30
1478346,"Shake Shack","American",16.2,"Weekday","Not given",27,30
1477539,"Tres Carnes","Mexican",20.13,"Weekend","Not given",35,18
1477172,"Bareburger","American",19.35,"Weekday","4",33,27
1477418,"Vanessa's Dumplings","Chinese",14.02,"Weekend","4",22,24
1476937,"Shake Shack","American",22.36,"Weekday","Not given",33,25
1477962,"Big Daddy's","American",12.08,"Weekend","5",22,16
1477630,"Shake Shack","American",12.18,"Weekday","Not given",26,27
1477497,"Sarabeth's Restaurant","American",12.27,"Weekend","5",24,24
1477930,"Han Dynasty","Chinese",6.64,"Weekend","Not given",25,29
1476778,"Sushi of Gari Tribeca","Japanese",31.33,"Weekday","Not given",34,26
1477155,"J. G. Melon","American",6.06,"Weekday","4",24,27
1478139,"Shake Shack","American",24.2,"Weekday","Not given",22,31
1477317,"Parm","Italian",15.77,"Weekend","4",27,18
1476694,"Cafe Mogador","Middle Eastern",29.05,"Weekend","4",27,30
1476987,"RedFarm Hudson","Chinese",15.96,"Weekend","3",21,18
1476942,"Shake Shack","American",5.72,"Weekend","Not given",34,17
1477344,"Jack's Wife Freda","Mediterranean",5.67,"Weekday","3",24,29
1477813,"Byblos Restaurant","Middle Eastern",24.2,"Weekend","Not given",32,20
1477417,"Pinto Nouveau Thai Bistro","Thai",11.79,"Weekend","5",21,27
1476671,"Cafe Habana","Mexican",8.73,"Weekday","3",27,28
1477805,"RedFarm Broadway","Chinese",21.93,"Weekend","Not given",22,22
1477305,"The Meatball Shop","American",24.2,"Weekend","5",21,30
1477223,"J. G. Melon","American",22.26,"Weekend","5",22,25
1478394,"Blue Ribbon Sushi","Japanese",14.5,"Weekday","3",34,24
1477963,"Blue Ribbon Fried Chicken","American",12.23,"Weekend","5",27,27
1477861,"Shake Shack","American",20.57,"Weekend","5",24,19
1477201,"TAO","Japanese",16.05,"Weekend","4",23,20
1478253,"Parm","Italian",25.27,"Weekend","5",28,16
1476607,"Sushi of Gari 46","Japanese",7.38,"Weekend","Not given",29,28
1477540,"Blue Ribbon Sushi","Japanese",13.78,"Weekend","4",32,23
1478117,"Bareburger","American",22.85,"Weekday","Not given",21,30
1477515,"Sushi of Gari 46","Japanese",12.13,"Weekend","Not given",31,24
1477329,"RedFarm Broadway","Chinese",12.9,"Weekday","3",29,29
1477218,"Shake Shack","American",29.49,"Weekend","5",20,24
1476633,"Shake Shack","American",15.76,"Weekend","5",20,25
1476776,"Le Grainne Cafe","French",29.25,"Weekend","5",27,24
1477447,"Han Dynasty","Chinese",5.82,"Weekend","Not given",26,24
1477878,"Westville Hudson","American",21.88,"Weekend","5",20,15
1478122,"Cafe Habana","Mexican",9.51,"Weekend","5",22,21
1476601,"Vanessa's Dumplings","Chinese",15.09,"Weekend","Not given",25,25
1478206,"Osteria Morini","Italian",24.2,"Weekday","3",28,28
1478326,"Il Bambino","Italian",29.25,"Weekend","4",34,29
1477691,"Parm","Italian",16.44,"Weekend","5",29,26
1477845,"Blue Ribbon Sushi","Japanese",24.3,"Weekday","5",21,33
1478300,"The Meatball Shop","Italian",6.06,"Weekend","Not given",20,27
1478147,"Five Guys Burgers and Fries","American",12.18,"Weekend","Not given",21,19
1476719,"Parm","Italian",12.08,"Weekend","3",25,28
1476765,"Sushi of Gari Tribeca","Japanese",19.45,"Weekend","4",25,15
1476985,"The Meatball Shop","Italian",9.65,"Weekend","Not given",29,16
1478317,"Shake Shack","American",19.74,"Weekday","4",35,32
1477461,"Kori Restaurant and Bar","Korean",12.18,"Weekday","4",26,26
1477028,"RedFarm Broadway","Chinese",14.55,"Weekend","5",28,20
1477672,"J. G. Melon","American",6.07,"Weekday","3",29,25
1478307,"Sarabeth's Restaurant","American",15.91,"Weekday","Not given",20,31
1477971,"DespaÌ±a","Spanish",16.98,"Weekend","Not given",20,22
1477225,"Sushi of Gari 46","Japanese",25.22,"Weekend","Not given",32,28
1477146,"Yama Japanese Restaurant","Japanese",32.93,"Weekend","5",29,17
1477460,"The Meatball Shop","Italian",12.08,"Weekday","5",33,25
1477848,"12 Chairs","Middle Eastern",29.05,"Weekday","5",28,32
1478138,"Rubirosa","Italian",24.3,"Weekend","Not given",30,26
1476918,"Blue Ribbon Sushi","Japanese",18.04,"Weekend","Not given",35,28
1477935,"Lamarca Pasta","Italian",9.22,"Weekend","Not given",23,19
1477549,"L'Express","French",29.2,"Weekend","5",21,29
1476932,"Mission Cantina","Mexican",29.15,"Weekend","Not given",31,26
1477574,"RedFarm Broadway","Chinese",12.32,"Weekday","Not given",30,27
1477596,"Chipotle Mexican Grill $1.99 Delivery","Mexican",19.35,"Weekend","Not given",25,22
1477258,"Blue Ribbon Sushi Izakaya","Japanese",29.1,"Weekend","Not given",32,26
1477849,"P.J. Clarke's","American",29.2,"Weekend","Not given",30,22
1477328,"Parm","Italian",13.68,"Weekend","4",33,21
1478022,"Empanada Mama (closed)","Mexican",11.88,"Weekend","5",23,27
1477284,"Parm","Italian",14.12,"Weekend","3",28,22
1477717,"Sushi of Gari 46","Japanese",16.06,"Weekend","Not given",31,24
1476926,"Cho Dang Gol","Korean",14.02,"Weekend","Not given",25,20
1477331,"El Parador Cafe","Mexican",24.2,"Weekend","Not given",28,18
1478284,"Blue Ribbon Fried Chicken","American",8.2,"Weekend","5",34,17
1477245,"TAO","Japanese",24.25,"Weekend","Not given",31,27
1477006,"Cafe Mogador","Middle Eastern",25.27,"Weekday","5",30,25
1477008,"Blue Ribbon Brooklyn","American",5.97,"Weekday","4",32,24
1477341,"RedFarm Broadway","Chinese",22.36,"Weekend","Not given",24,27
1477967,"Empanada Mama (closed)","Mexican",24.3,"Weekday","Not given",25,24
1477208,"Bareburger","American",12.13,"Weekend","5",32,26
1478050,"Nobu Next Door","Japanese",19.4,"Weekend","Not given",28,29
1476699,"The Meatball Shop","Italian",12.23,"Weekend","5",35,22
1477451,"Rubirosa","Italian",8.54,"Weekend","Not given",34,28
1477179,"L'Express","French",24.2,"Weekday","Not given",28,24
1477313,"Parm","Italian",8.59,"Weekday","5",32,33
1477074,"Rubirosa","Italian",31.67,"Weekend","Not given",25,15
1478051,"Sushi of Gari 46","Japanese",24.3,"Weekend","3",29,23
1477071,"Nobu Next Door","Japanese",29.05,"Weekend","5",33,29
1478368,"Burger Joint","American",12.13,"Weekday","5",31,33
1476859,"Sarabeth's Restaurant","American",12.23,"Weekend","4",26,24
1478393,"Tamarind TriBeCa","Indian",16.44,"Weekend","5",23,24
1477345,"The Meatball Shop","Italian",5.05,"Weekend","Not given",29,19
1476707,"Shake Shack","American",22.75,"Weekday","4",21,27
1477064,"The Meatball Shop","Italian",16.98,"Weekend","Not given",32,30
1477543,"Sushi of Gari 46","Japanese",12.13,"Weekend","5",27,20
1476680,"Blue Ribbon Sushi Izakaya","Japanese",12.08,"Weekend","3",35,15
1476816,"Olea","Mediterranean",12.23,"Weekend","4",29,24
1477589,"Boqueria","Spanish",29.05,"Weekend","4",24,24
1477899,"Parm","Italian",8.68,"Weekend","Not given",20,19
1478043,"The Meatball Shop","Italian",29.2,"Weekend","5",29,23
1476665,"Shake Shack","American",24.2,"Weekend","Not given",25,24
1477298,"The Meatball Shop","Italian",29.05,"Weekend","4",32,19
1476793,"Rubirosa","Italian",9.17,"Weekend","4",27,25
1477396,"Boqueria","Spanish",13,"Weekend","5",26,24
1477477,"The Meatball Shop","Italian",11.69,"Weekend","4",35,16
1476963,"Blue Ribbon Fried Chicken","American",13,"Weekday","4",33,29
1477733,"Lucky Strike","American",29.25,"Weekend","4",21,21
1477627,"RedFarm Hudson","Chinese",7.03,"Weekday","5",32,24
1477718,"Blue Ribbon Sushi","Japanese",16.11,"Weekend","5",22,26
1477167,"Han Dynasty","Chinese",14.8,"Weekday","4",23,25
1477766,"Blue Ribbon Sushi","Japanese",19.45,"Weekday","Not given",22,27
1477386,"The Meatball Shop","Italian",8.83,"Weekday","Not given",31,25
1478176,"Rubirosa","Italian",29.1,"Weekend","5",28,16
1476818,"Boqueria","Spanish",29.1,"Weekend","Not given",28,19
1477435,"Hatsuhana","Japanese",29.49,"Weekend","4",22,23
1478086,"Shake Shack","American",9.07,"Weekend","Not given",24,16
1477465,"Carmine's","Italian",21.93,"Weekend","5",20,28
1477412,"Paul & Jimmy's","Italian",16.05,"Weekend","Not given",33,15
1476550,"The Loop","Japanese",16.98,"Weekend","5",26,27
1477361,"Shake Shack","American",12.13,"Weekday","Not given",34,26
1477131,"The Smile","American",12.13,"Weekend","4",29,24
1477745,"TAO","Japanese",12.66,"Weekday","Not given",29,29
1477683,"RedFarm Hudson","Chinese",21.34,"Weekend","Not given",23,17
1476592,"The Smile","American",14.94,"Weekend","Not given",27,22
1477687,"Jack's Wife Freda","Mediterranean",12.13,"Weekend","5",21,19
1476857,"Blue Ribbon Fried Chicken","American",12.23,"Weekday","5",33,26
1478325,"Shake Shack","American",29.1,"Weekday","4",29,24
1477744,"Pinto Nouveau Thai Bistro","Thai",17.08,"Weekend","Not given",23,16
1478025,"Pylos","Mediterranean",14.02,"Weekday","3",30,29
1478171,"The Meatball Shop","American",14.5,"Weekend","5",25,22
1477268,"TAO","Japanese",6.69,"Weekend","5",22,28
1476780,"Vezzo Thin Crust Pizza","Italian",12.13,"Weekend","5",34,26
1476594,"TAO","Japanese",12.17,"Weekend","5",22,16
1477830,"Tamarind TriBeCa","Indian",15.77,"Weekend","5",25,29
1477725,"Momoya","Japanese",12.18,"Weekend","4",26,25
1476922,"Balthazar Boulangerie","French",12.18,"Weekend","3",24,29
1478266,"The Meatball Shop","Italian",16.1,"Weekend","Not given",20,15
1478377,"The Meatball Shop","Italian",6.4,"Weekend","Not given",23,20
1476880,"Momoya","Japanese",9.41,"Weekend","5",26,20
1476721,"The Meatball Shop","Italian",12.08,"Weekend","Not given",23,23
1477793,"Blue Ribbon Sushi","Japanese",8.54,"Weekday","4",22,26
1478322,"RedFarm Broadway","Chinese",24.25,"Weekday","5",25,25
1477065,"The Meatball Shop","American",7.28,"Weekday","5",20,29
1477670,"Shake Shack","American",6.01,"Weekday","5",23,30
1476674,"Olive Garden","Italian",16.1,"Weekday","Not given",24,29
1478212,"Dos Caminos","Mexican",11.59,"Weekend","Not given",33,22
1477632,"Sarabeth's Restaurant","American",29.15,"Weekday","Not given",20,26
1478083,"Lucky's Famous Burgers","American",5.77,"Weekend","4",21,20
1477484,"Blue Ribbon Fried Chicken","American",6.79,"Weekend","3",28,27
1477710,"Shake Shack","American",5.92,"Weekday","5",34,24
1477307,"Cho Dang Gol","Korean",5.77,"Weekend","5",21,17
1478062,"Burger Joint","American",15.72,"Weekend","4",31,30
1476865,"Empanada Mama (closed)","Mexican",31.38,"Weekend","5",24,18
1476621,"RedFarm Hudson","Chinese",19.35,"Weekend","Not given",30,24
1476957,"V-Nam Cafe","Vietnamese",12.08,"Weekend","Not given",31,19
1477611,"Nobu Next Door","Japanese",15.13,"Weekday","Not given",21,30
1477775,"Shake Shack","American",29.25,"Weekend","4",25,19
1478007,"Boqueria","Spanish",24.25,"Weekend","Not given",28,18
1477629,"Five Leaves","American",12.13,"Weekend","Not given",23,15
1476737,"Nobu Next Door","Japanese",12.23,"Weekday","5",31,29
1477868,"Blue Ribbon Sushi Bar & Grill","Japanese",15.81,"Weekend","Not given",21,25
1478185,"Benihana","Japanese",5.77,"Weekend","Not given",22,22
1477567,"The Meatball Shop","Italian",9.17,"Weekend","Not given",30,30
